Return_ID,Order_ID,Customer_ID,Product_ID,Product_Name,Category,Return_Date,Return_Reason,Return_Method,Refund_Amount_INR,Refund_Method,Refund_Status,Resolution_Days,Customer_Feedback
RET50152,SN2301848,CUST10246,PRD1062,Dot & Key Watermelon Sleeping Mask 85g,Beauty,2023-06-24,Changed mind,Pickup from Home,854.05,Cash on Delivery,Processed,1,Neutral
RET50153,SN2301851,CUST10056,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,2023-06-24,Damaged packaging,Pickup from Home,999,Credit Card,Processed,6,Very Dissatisfied
RET50154,SN2301857,CUST10336,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-06-26,Size/fit issue,Courier Self-Send,3999,UPI,Processed,1,Neutral
RET50155,SN2301865,CUST10153,PRD1027,Allen Solly Formal Shirt,Fashion,2023-06-18,Wrong colour delivered,Drop at Store,5397,Credit Card,Processed,6,Satisfied
RET50156,SN2301900,CUST10441,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-06-24,Wrong variant,Drop at Store,629.1,UPI,Processed,2,Dissatisfied
RET50157,SN2301901,CUST10050,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-06-26,Fake/counterfeit suspected,Pickup from Home,489.3,UPI,Processed,5,Very Dissatisfied
RET50158,SN2301916,CUST10377,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-06-28,Battery issue,Drop at Store,84998.3,UPI,Processed,3,Neutral
RET50159,SN2301932,CUST10557,PRD1043,Titan Raga Women's Watch,Fashion,2023-06-26,Size/fit issue,Drop at Store,4499.25,UPI,Pending,6,Neutral
RET50160,SN2301934,CUST10498,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-07-04,Wrong variant,Drop at Store,759.05,EMI,Processed,1,Dissatisfied
RET50161,SN2301940,CUST10650,PRD1065,Cetaphil Moisturising Cream 250g,Beauty,2023-07-05,Fake/counterfeit suspected,Courier Self-Send,1258.2,UPI,Processed,7,Neutral
RET50162,SN2301949,CUST10664,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-07-12,Not as described,Drop at Store,59998,UPI,Processed,4,Very Dissatisfied
RET50163,SN2301960,CUST10755,PRD1019,Noise Buds VS104 TWS,Electronics,2023-07-01,Screen damage in transit,Courier Self-Send,909.3,Cash on Delivery,Processed,2,Dissatisfied
RET50164,SN2301964,CUST10779,PRD1075,Kore Pvc 30kg Weight Set,Sports,2023-07-05,Build quality poor,Pickup from Home,3499,UPI,Pending,7,Satisfied
RET50165,SN2301971,CUST10221,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-07-04,Wrong item,Drop at Store,3999.2,UPI,Processed,3,Dissatisfied
RET50166,SN2301972,CUST10423,PRD1043,Titan Raga Women's Watch,Fashion,2023-07-06,Changed mind,Pickup from Home,11998,Credit Card,Processed,5,Dissatisfied
RET50167,SN2301982,CUST10581,PRD1037,Nike Air Max 270 Running Shoes,Fashion,2023-07-09,Fabric quality poor,Pickup from Home,17998.2,UPI,Processed,4,Very Dissatisfied
RET50168,SN2302050,CUST10454,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-07-09,Wrong model delivered,Drop at Store,53997.3,Credit Card,Pending,7,Very Dissatisfied
RET50169,SN2302085,CUST10357,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-07-14,Battery issue,Courier Self-Send,89998.2,Wallet,Processed,6,Dissatisfied
RET50170,SN2302092,CUST10154,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-07-13,Damaged packaging,Courier Self-Send,4999,Debit Card,Pending,4,Dissatisfied
RET50171,SN2302109,CUST10573,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-07-11,Wrong model delivered,Courier Self-Send,29999,UPI,Processed,1,Dissatisfied
RET50172,SN2302111,CUST10353,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,2023-07-15,Changed mind,Courier Self-Send,3822.45,Net Banking,Pending,5,Neutral
RET50173,SN2302119,CUST10187,PRD1010,Asus VivoBook 16X OLED,Electronics,2023-07-17,Defective product,Pickup from Home,61749.05,EMI,Rejected,6,Neutral
RET50174,SN2302120,CUST10646,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,2023-07-13,Build quality poor,Drop at Store,44798.4,Debit Card,Processed,5,Neutral
RET50175,SN2302133,CUST10302,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-07-13,Battery issue,Pickup from Home,49999,Debit Card,Processed,3,Very Dissatisfied
RET50176,SN2302155,CUST10361,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,2023-07-15,Wrong model delivered,Courier Self-Send,44999,Debit Card,Processed,5,Very Dissatisfied
RET50177,SN2302188,CUST10247,PRD1023,Fitbit Charge 6,Electronics,2023-07-14,Wrong model delivered,Drop at Store,30398.4,Debit Card,Processed,7,Dissatisfied
RET50178,SN2302192,CUST10158,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-07-17,Fake/counterfeit suspected,Drop at Store,699,EMI,Processed,6,Neutral
RET50179,SN2302198,CUST10657,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,2023-07-19,Damaged packaging,Pickup from Home,12371.25,UPI,Processed,7,Satisfied
RET50180,SN2302207,CUST10712,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-07-19,Fabric quality poor,Courier Self-Send,2799.3,Net Banking,Processed,5,Dissatisfied
RET50181,SN2302214,CUST10228,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-07-19,Damaged packaging,Courier Self-Send,9998,UPI,Processed,7,Dissatisfied
RET50182,SN2302231,CUST10225,PRD1020,Noise ColorFit Pro 4,Electronics,2023-07-31,Wrong model delivered,Drop at Store,5998,UPI,Pending,3,Dissatisfied
RET50183,SN2302240,CUST10061,PRD1040,Bata Men's Formal Derby Shoes,Fashion,2023-07-20,Size/fit issue,Courier Self-Send,2799,UPI,Processed,2,Satisfied
RET50184,SN2302241,CUST10262,PRD1073,Wild Stone Gold EDT 50ml,Beauty,2023-07-26,Seal broken,Drop at Store,569.05,UPI,Processed,1,Neutral
RET50185,SN2302249,CUST10177,PRD1013,Apple iPad 10th Gen 64GB,Electronics,2023-07-27,Screen damage in transit,Drop at Store,95398.2,UPI,Rejected,6,Dissatisfied
RET50186,SN2302258,CUST10319,PRD1047,Prestige Iris 750W Mixer Grinder,Home & Kitchen,2023-07-23,Poor build quality,Drop at Store,3999,Credit Card,Processed,4,Very Dissatisfied
RET50187,SN2302260,CUST10064,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,2023-07-31,Not as described,Drop at Store,40499.1,UPI,Processed,6,Very Dissatisfied
RET50188,SN2302262,CUST10666,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-07-20,Style not as shown,Drop at Store,26246.25,UPI,Processed,7,Dissatisfied
RET50189,SN2302265,CUST10430,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,2023-07-28,Defective product,Courier Self-Send,1124.25,Debit Card,Processed,2,Satisfied
RET50190,SN2302267,CUST10070,PRD1016,Sony WH-1000XM5 Wireless,Electronics,2023-07-23,Screen damage in transit,Pickup from Home,86397.3,EMI,Processed,4,Neutral
RET50191,SN2302295,CUST10740,PRD1078,Adidas Aeroready Training Tights,Sports,2023-07-21,Changed mind,Pickup from Home,2799,Net Banking,Pending,7,Neutral
RET50192,SN2302311,CUST10419,PRD1004,Redmi Note 13 Pro 5G,Electronics,2023-07-29,Wrong model delivered,Courier Self-Send,26999,UPI,Processed,4,Satisfied
RET50193,SN2302317,CUST10177,PRD1035,Zara Flowy Midi Dress,Fashion,2023-07-29,Fabric quality poor,Pickup from Home,3599.1,EMI,Processed,4,Dissatisfied
RET50194,SN2302319,CUST10449,PRD1007,HP Pavilion 15 Core i5 8GB,Electronics,2023-07-27,Not as described,Pickup from Home,106198.2,Credit Card,Processed,1,Dissatisfied
RET50195,SN2302351,CUST10039,PRD1001,Samsung Galaxy A54 5G,Electronics,2023-08-02,Not as described,Pickup from Home,104396.4,UPI,Processed,6,Neutral
RET50196,SN2302368,CUST10205,PRD1051,Morphy Richards Instacook 700W MW,Home & Kitchen,2023-07-29,Poor build quality,Courier Self-Send,22497.75,Debit Card,Processed,5,Neutral
RET50197,SN2302395,CUST10284,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,2023-08-04,Changed mind,Pickup from Home,1349.1,Credit Card,Processed,6,Satisfied
RET50198,SN2302397,CUST10116,PRD1038,Puma Softride Enzo NXT Sneaker,Fashion,2023-08-04,Style not as shown,Courier Self-Send,15296.6,UPI,Processed,6,Neutral
RET50199,SN2302408,CUST10253,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-08-06,Wrong colour delivered,Courier Self-Send,6798.3,Debit Card,Processed,1,Dissatisfied
RET50200,SN2302417,CUST10348,PRD1083,Ikigai – Francesc Miralles,Books,2023-08-05,Wrong title,Courier Self-Send,758.1,Cash on Delivery,Pending,2,Dissatisfied
RET50201,SN2302429,CUST10281,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-07-30,Size/fit issue,Courier Self-Send,7595.25,Debit Card,Processed,3,Dissatisfied
RET50202,SN2302437,CUST10039,PRD1051,Morphy Richards Instacook 700W MW,Home & Kitchen,2023-08-01,Poor build quality,Drop at Store,9499.05,Credit Card,Processed,7,Very Dissatisfied
RET50203,SN2302455,CUST10197,PRD1005,Vivo V29 Pro 5G,Electronics,2023-08-08,Wrong model delivered,Drop at Store,33299.1,Debit Card,Processed,2,Satisfied
RET50204,SN2302461,CUST10697,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2023-08-08,Fabric quality poor,Courier Self-Send,2124.15,UPI,Processed,7,Neutral
RET50205,SN2302481,CUST10175,PRD1063,Minimalist 10% Niacinamide Serum 30ml,Beauty,2023-08-02,Changed mind,Courier Self-Send,978.6,UPI,Processed,6,Neutral
RET50206,SN2302486,CUST10548,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,2023-08-06,Poor build quality,Drop at Store,2499,UPI,Processed,2,Dissatisfied
RET50207,SN2302500,CUST10119,PRD1007,HP Pavilion 15 Core i5 8GB,Electronics,2023-08-06,Screen damage in transit,Pickup from Home,117998,Credit Card,Processed,4,Very Dissatisfied
RET50208,SN2302506,CUST10503,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2023-08-11,Size/fit issue,Pickup from Home,2499,Credit Card,Processed,7,Neutral
RET50209,SN2302510,CUST10706,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-08-08,Fake/counterfeit suspected,Pickup from Home,1992.15,EMI,Processed,2,Dissatisfied
RET50210,SN2302519,CUST10156,PRD1083,Ikigai – Francesc Miralles,Books,2023-08-06,Changed mind,Courier Self-Send,638.4,UPI,Processed,2,Neutral
RET50211,SN2302522,CUST10613,PRD1037,Nike Air Max 270 Running Shoes,Fashion,2023-08-05,Changed mind,Courier Self-Send,25497.45,Cash on Delivery,Processed,6,Dissatisfied
RET50212,SN2302544,CUST10717,PRD1074,Cosco Treadmill CTM-101,Sports,2023-08-05,Wrong item,Pickup from Home,20999.3,UPI,Processed,6,Satisfied
RET50213,SN2302572,CUST10682,PRD1087,Amar Chitra Katha Mahabharata Box Set,Books,2023-08-17,Changed mind,Courier Self-Send,1169.1,Debit Card,Processed,6,Dissatisfied
RET50214,SN2302577,CUST10392,PRD1077,Nike Dri-FIT Training Shorts,Sports,2023-08-12,Wrong item,Drop at Store,1999,UPI,Processed,2,Satisfied
RET50215,SN2302580,CUST10716,PRD1014,Lenovo Tab M10 FHD Plus,Electronics,2023-08-13,Battery issue,Drop at Store,61196.6,UPI,Processed,6,Dissatisfied
RET50216,SN2302586,CUST10240,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,2023-08-10,Damaged packaging,Courier Self-Send,1349.1,UPI,Processed,1,Very Dissatisfied
RET50217,SN2302593,CUST10666,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2023-08-11,Wrong colour delivered,Drop at Store,53196.2,Credit Card,Processed,3,Neutral
RET50218,SN2302605,CUST10521,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,2023-08-13,Damaged packaging,Courier Self-Send,3999,UPI,Processed,6,Neutral
RET50219,SN2302612,CUST10286,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,2023-08-09,Damaged packaging,Pickup from Home,3499,Wallet,Processed,3,Dissatisfied
RET50220,SN2302636,CUST10224,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-08-18,Wrong colour delivered,Pickup from Home,7195.5,Credit Card,Processed,7,Dissatisfied
RET50221,SN2302647,CUST10737,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,2023-08-17,Damaged packaging,Pickup from Home,7199.1,UPI,Processed,6,Neutral
RET50222,SN2302690,CUST10255,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,2023-08-24,Not as described,Courier Self-Send,44998.2,UPI,Processed,2,Dissatisfied
RET50223,SN2302746,CUST10322,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,2023-08-19,Damaged packaging,Courier Self-Send,3324.05,UPI,Processed,6,Neutral
RET50224,SN2302790,CUST10625,PRD1053,Prestige Svachh Flip-Lid Pressure Cooker 5L,Home & Kitchen,2023-08-30,Product defective,Pickup from Home,1869.15,Cash on Delivery,Rejected,5,Satisfied
RET50225,SN2302793,CUST10182,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-08-29,Damaged packaging,Pickup from Home,9998,Cash on Delivery,Processed,6,Dissatisfied
RET50226,SN2302804,CUST10567,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-08-28,Seal broken,Drop at Store,1358.3,Credit Card,Processed,2,Dissatisfied
RET50227,SN2302811,CUST10604,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-08-25,Battery issue,Drop at Store,34999.3,Net Banking,Processed,1,Very Dissatisfied
RET50228,SN2302818,CUST10114,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2023-08-28,Wrong colour delivered,Pickup from Home,2124.15,UPI,Processed,2,Dissatisfied
RET50229,SN2302841,CUST10697,PRD1004,Redmi Note 13 Pro 5G,Electronics,2023-08-29,Battery issue,Pickup from Home,102596.2,UPI,Pending,3,Neutral
RET50230,SN2302851,CUST10053,PRD1015,boAt Rockerz 450 Bluetooth,Electronics,2023-08-26,Wrong model delivered,Pickup from Home,3398.3,Cash on Delivery,Pending,5,Dissatisfied
RET50231,SN2302852,CUST10546,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-08-29,Seal broken,Drop at Store,699,UPI,Pending,1,Neutral
RET50232,SN2302866,CUST10146,PRD1019,Noise Buds VS104 TWS,Electronics,2023-09-01,Battery issue,Courier Self-Send,2078.4,Debit Card,Rejected,6,Satisfied
RET50233,SN2302894,CUST10229,PRD1086,Arihant CAT 2024 Solved Papers,Books,2023-08-24,Damaged spine,Pickup from Home,551.65,Wallet,Processed,2,Dissatisfied
RET50234,SN2302932,CUST10780,PRD1013,Apple iPad 10th Gen 64GB,Electronics,2023-09-01,Defective product,Courier Self-Send,158997,Debit Card,Processed,2,Dissatisfied
RET50235,SN2302940,CUST10143,PRD1001,Samsung Galaxy A54 5G,Electronics,2023-09-04,Not as described,Pickup from Home,28999,Wallet,Pending,4,Neutral
RET50236,SN2302958,CUST10535,PRD1086,Arihant CAT 2024 Solved Papers,Books,2023-08-29,Pages missing,Courier Self-Send,1168.2,Cash on Delivery,Processed,1,Very Dissatisfied
RET50237,SN2302975,CUST10334,PRD1007,HP Pavilion 15 Core i5 8GB,Electronics,2023-09-06,Battery issue,Drop at Store,50149.15,UPI,Pending,2,Dissatisfied
RET50238,SN2302994,CUST10428,PRD1085,Disha UPSC Prelims 20 Years Papers,Books,2023-09-04,Wrong title,Drop at Store,1797,UPI,Processed,5,Neutral
RET50239,SN2303040,CUST10251,PRD1001,Samsung Galaxy A54 5G,Electronics,2023-09-07,Screen damage in transit,Pickup from Home,24649.15,Cash on Delivery,Processed,3,Very Dissatisfied
RET50240,SN2303051,CUST10606,PRD1038,Puma Softride Enzo NXT Sneaker,Fashion,2023-09-08,Changed mind,Courier Self-Send,8098.2,Cash on Delivery,Processed,3,Dissatisfied
RET50241,SN2303052,CUST10792,PRD1040,Bata Men's Formal Derby Shoes,Fashion,2023-09-12,Size/fit issue,Drop at Store,2799,UPI,Processed,5,Dissatisfied
RET50242,SN2303067,CUST10434,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-09-10,Battery issue,Courier Self-Send,94995.25,UPI,Processed,4,Neutral
RET50243,SN2303070,CUST10074,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,2023-09-05,Product defective,Courier Self-Send,3998.4,UPI,Processed,1,Neutral
RET50244,SN2303078,CUST10497,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-09-03,Wrong colour delivered,Courier Self-Send,7198.2,Credit Card,Processed,2,Satisfied
RET50245,SN2303100,CUST10261,PRD1081,Atomic Habits – James Clear,Books,2023-09-05,Pages missing,Pickup from Home,382.5,Cash on Delivery,Processed,3,Neutral
RET50246,SN2303126,CUST10452,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-09-13,Screen damage in transit,Drop at Store,37499.25,UPI,Processed,2,Very Dissatisfied
RET50247,SN2303135,CUST10055,PRD1084,Deep Work – Cal Newport,Books,2023-09-06,Pages missing,Drop at Store,599,UPI,Processed,7,Neutral
RET50248,SN2303160,CUST10530,PRD1018,boAt Airdopes 141 TWS,Electronics,2023-09-11,Defective product,Courier Self-Send,5196,UPI,Rejected,2,Neutral
RET50249,SN2303170,CUST10519,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-09-11,Fabric quality poor,Pickup from Home,6746.25,Wallet,Pending,2,Dissatisfied
RET50250,SN2303172,CUST10661,PRD1062,Dot & Key Watermelon Sleeping Mask 85g,Beauty,2023-09-12,Seal broken,Drop at Store,899,Debit Card,Processed,6,Very Dissatisfied
RET50251,SN2303191,CUST10693,PRD1077,Nike Dri-FIT Training Shorts,Sports,2023-09-14,Defective product,Drop at Store,5697.15,Debit Card,Processed,5,Satisfied
RET50252,SN2303193,CUST10467,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,2023-09-18,Wrong item,Pickup from Home,2078.4,Credit Card,Processed,4,Very Dissatisfied
RET50253,SN2303194,CUST10520,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,2023-09-12,Poor build quality,Courier Self-Send,1799,EMI,Processed,6,Neutral
RET50254,SN2303199,CUST10362,PRD1029,Peter England Casual Polo T-Shirt,Fashion,2023-09-13,Size/fit issue,Pickup from Home,2208.3,Wallet,Processed,4,Dissatisfied
RET50255,SN2303203,CUST10461,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,2023-09-12,Defective product,Drop at Store,1499,Credit Card,Processed,2,Neutral
RET50256,SN2303210,CUST10411,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-09-11,Wrong colour delivered,Drop at Store,12595.5,UPI,Pending,7,Dissatisfied
RET50257,SN2303213,CUST10117,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2023-09-12,Changed mind,Courier Self-Send,19598.6,UPI,Processed,6,Dissatisfied
RET50258,SN2303224,CUST10315,PRD1080,Wildcraft Camping Tent 2-Person,Sports,2023-09-19,Wrong item,Courier Self-Send,19497,Net Banking,Pending,5,Very Dissatisfied
RET50259,SN2303232,CUST10184,PRD1027,Allen Solly Formal Shirt,Fashion,2023-09-12,Changed mind,Drop at Store,5397,UPI,Rejected,3,Dissatisfied
RET50260,SN2303241,CUST10193,PRD1007,HP Pavilion 15 Core i5 8GB,Electronics,2023-09-19,Screen damage in transit,Drop at Store,47199.2,UPI,Processed,4,Very Dissatisfied
RET50261,SN2303252,CUST10287,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-09-20,Style not as shown,Courier Self-Send,1799,Debit Card,Processed,3,Dissatisfied
RET50262,SN2303260,CUST10113,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-09-20,Style not as shown,Pickup from Home,11997,UPI,Processed,3,Dissatisfied
RET50263,SN2303271,CUST10746,PRD1011,Acer Aspire Lite AMD Ryzen 5,Electronics,2023-09-22,Battery issue,Pickup from Home,42749.05,Net Banking,Processed,4,Very Dissatisfied
RET50264,SN2303273,CUST10500,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-09-16,Defective product,Pickup from Home,49999,Debit Card,Rejected,2,Dissatisfied
RET50265,SN2303294,CUST10138,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-09-20,Changed mind,Courier Self-Send,35687.25,Debit Card,Pending,5,Dissatisfied
RET50266,SN2303299,CUST10565,PRD1084,Deep Work – Cal Newport,Books,2023-09-23,Wrong title,Pickup from Home,958.4,Wallet,Processed,5,Satisfied
RET50267,SN2303331,CUST10397,PRD1030,H&M Regular Fit Linen Shirt,Fashion,2023-09-23,Style not as shown,Drop at Store,1349.25,Cash on Delivery,Rejected,5,Satisfied
RET50268,SN2303343,CUST10061,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-09-30,Fabric quality poor,Courier Self-Send,29745.75,EMI,Processed,3,Neutral
RET50269,SN2303374,CUST10474,PRD1007,HP Pavilion 15 Core i5 8GB,Electronics,2023-10-03,Wrong model delivered,Courier Self-Send,58999,EMI,Processed,1,Dissatisfied
RET50270,SN2303380,CUST10766,PRD1047,Prestige Iris 750W Mixer Grinder,Home & Kitchen,2023-09-27,Wrong item,Drop at Store,3999,UPI,Processed,4,Dissatisfied
RET50271,SN2303381,CUST10150,PRD1019,Noise Buds VS104 TWS,Electronics,2023-10-01,Wrong model delivered,Courier Self-Send,5196,UPI,Processed,7,Dissatisfied
RET50272,SN2303394,CUST10477,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-09-26,Screen damage in transit,Drop at Store,49999,Credit Card,Processed,1,Neutral
RET50273,SN2303407,CUST10008,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-10-02,Wrong colour delivered,Pickup from Home,4749.05,UPI,Processed,3,Neutral
RET50274,SN2303410,CUST10438,PRD1067,Indulekha Bringha Hair Oil 100ml,Beauty,2023-09-30,Allergic reaction,Courier Self-Send,1078.2,UPI,Processed,3,Neutral
RET50275,SN2303420,CUST10423,PRD1051,Morphy Richards Instacook 700W MW,Home & Kitchen,2023-09-24,Product defective,Courier Self-Send,7499.25,Debit Card,Pending,4,Dissatisfied
RET50276,SN2303424,CUST10374,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,2023-10-02,Changed mind,Pickup from Home,79797.15,Credit Card,Rejected,7,Neutral
RET50277,SN2303432,CUST10510,PRD1077,Nike Dri-FIT Training Shorts,Sports,2023-10-02,Wrong item,Drop at Store,3398.3,Credit Card,Processed,6,Neutral
RET50278,SN2303445,CUST10564,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,2023-10-10,Not as described,Drop at Store,37498.5,Wallet,Pending,7,Dissatisfied
RET50279,SN2303456,CUST10167,PRD1038,Puma Softride Enzo NXT Sneaker,Fashion,2023-10-01,Changed mind,Courier Self-Send,12147.3,EMI,Processed,1,Very Dissatisfied
RET50280,SN2303484,CUST10289,PRD1071,SUGAR Matte Attack Transferproof Lipstick,Beauty,2023-10-03,Fake/counterfeit suspected,Drop at Store,899,UPI,Rejected,2,Dissatisfied
RET50281,SN2303485,CUST10799,PRD1021,boAt Wave Flex Connect,Electronics,2023-10-01,Wrong model delivered,Pickup from Home,1699.15,Cash on Delivery,Processed,5,Very Dissatisfied
RET50282,SN2303491,CUST10410,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,2023-10-04,Wrong item,Drop at Store,2969.1,EMI,Processed,1,Very Dissatisfied
RET50283,SN2303492,CUST10665,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,2023-10-15,Not as described,Pickup from Home,24999,UPI,Processed,3,Very Dissatisfied
RET50284,SN2303502,CUST10592,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-09-30,Changed mind,Drop at Store,61745.25,UPI,Processed,1,Dissatisfied
RET50285,SN2303526,CUST10293,PRD1082,The Alchemist – Paulo Coelho,Books,2023-10-10,Wrong title,Pickup from Home,350,Debit Card,Processed,2,Neutral
RET50286,SN2303535,CUST10469,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,2023-10-05,Product defective,Pickup from Home,7998,Cash on Delivery,Processed,2,Dissatisfied
RET50287,SN2303540,CUST10645,PRD1084,Deep Work – Cal Newport,Books,2023-10-03,Damaged spine,Courier Self-Send,599,UPI,Processed,6,Satisfied
RET50288,SN2303548,CUST10653,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-10-11,Seal broken,Pickup from Home,699,UPI,Processed,2,Dissatisfied
RET50289,SN2303556,CUST10453,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-10-04,Fabric quality poor,Pickup from Home,6396,EMI,Processed,7,Dissatisfied
RET50290,SN2303558,CUST10672,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-10-13,Allergic reaction,Pickup from Home,759.05,UPI,Processed,5,Neutral
RET50291,SN2303582,CUST10055,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,2023-10-10,Damaged packaging,Pickup from Home,899.1,Cash on Delivery,Processed,3,Neutral
RET50292,SN2303603,CUST10069,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2023-10-13,Style not as shown,Drop at Store,13999,Debit Card,Processed,7,Satisfied
RET50293,SN2303605,CUST10193,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-10-14,Size/fit issue,Drop at Store,2999.4,Credit Card,Processed,5,Very Dissatisfied
RET50294,SN2303608,CUST10255,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-10-09,Not as described,Courier Self-Send,7599.05,EMI,Processed,6,Very Dissatisfied
RET50295,SN2303646,CUST10404,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,2023-10-09,Build quality poor,Courier Self-Send,26599.05,Credit Card,Processed,6,Neutral
RET50296,SN2303650,CUST10004,PRD1071,SUGAR Matte Attack Transferproof Lipstick,Beauty,2023-10-12,Seal broken,Pickup from Home,1618.2,UPI,Processed,7,Neutral
RET50297,SN2303655,CUST10712,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-10-12,Poor build quality,Drop at Store,19996,Credit Card,Processed,6,Dissatisfied
RET50298,SN2303670,CUST10330,PRD1074,Cosco Treadmill CTM-101,Sports,2023-10-13,Defective product,Courier Self-Send,35998.8,UPI,Pending,1,Neutral
RET50299,SN2303720,CUST10515,PRD1016,Sony WH-1000XM5 Wireless,Electronics,2023-10-18,Wrong model delivered,Drop at Store,27199.15,EMI,Processed,5,Dissatisfied
RET50300,SN2303748,CUST10485,PRD1082,The Alchemist – Paulo Coelho,Books,2023-10-17,Damaged spine,Drop at Store,280,Net Banking,Processed,6,Neutral
RET50301,SN2303757,CUST10441,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,2023-10-14,Product defective,Courier Self-Send,6798.3,Cash on Delivery,Pending,7,Dissatisfied
RET50302,SN2303761,CUST10045,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-10-20,Wrong variant,Pickup from Home,559.2,Cash on Delivery,Pending,7,Dissatisfied
RET50303,SN2303776,CUST10243,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,2023-10-20,Screen damage in transit,Pickup from Home,44999,UPI,Pending,6,Very Dissatisfied
