Order_ID,Order_Date,Order_Time,Day_of_Week,Week_Number,Month,Month_Num,Quarter,Year,Customer_ID,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price_INR,Gross_Amount_INR,Discount_Pct,Discount_Amount_INR,Coupon_Code,Net_Amount_INR,GST_Pct,GST_Amount_INR,Final_Amount_INR,Payment_Method,Order_Status,Order_Channel,Shipping_Days,Delivery_Date,Is_Repeat_Customer
SN2302130,2023-07-07,01:02,Friday,27,July,7,Q3,2023,CUST10138,PRD1081,Atomic Habits – James Clear,Books,Fiction,Penguin,1,450,450,20,90,BIGSALE,360,12,38.57,360,Cash on Delivery,Delivered,Mobile App,3,2023-07-10,Yes
SN2302131,2023-07-07,04:14,Friday,27,July,7,Q3,2023,CUST10205,PRD1082,The Alchemist – Paulo Coelho,Books,Fiction,HarperCollins,1,350,350,5,17.5,,332.5,18,50.72,332.5,UPI,Delivered,Mobile App,3,2023-07-10,No
SN2302132,2023-07-07,04:02,Friday,27,July,7,Q3,2023,CUST10033,PRD1021,boAt Wave Flex Connect,Electronics,Smartwatches,boAt,1,1999,1999,15,299.85,,1699.15,5,80.91,1699.15,UPI,Delivered,Mobile App,6,2023-07-13,No
SN2302133,2023-07-07,02:09,Friday,27,July,7,Q3,2023,CUST10302,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,Laptops,Lenovo,1,49999,49999,0,0,,49999,12,5357.04,49999,Debit Card,Returned,Mobile App,5,2023-07-12,Yes
SN2302134,2023-07-07,17:27,Friday,27,July,7,Q3,2023,CUST10285,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,Men's Clothing,Puma,1,1599,1599,25,399.75,NEWUSER25,1199.25,12,128.49,1199.25,Credit Card,Cancelled,Social Commerce,0,,Yes
SN2302135,2023-07-07,20:53,Friday,27,July,7,Q3,2023,CUST10576,PRD1003,OnePlus Nord CE 3 Lite,Electronics,Smartphones,OnePlus,2,19999,39998,15,5999.7,,33998.3,28,7437.13,33998.3,Cash on Delivery,Delivered,Website,3,2023-07-10,Yes
SN2302136,2023-07-07,14:35,Friday,27,July,7,Q3,2023,CUST10669,PRD1043,Titan Raga Women's Watch,Fashion,Accessories,Titan,1,5999,5999,0,0,,5999,5,285.67,5999,Cash on Delivery,Delivered,Mobile App,5,2023-07-12,Yes
SN2302137,2023-07-07,23:56,Friday,27,July,7,Q3,2023,CUST10058,PRD1081,Atomic Habits – James Clear,Books,Fiction,Penguin,2,450,900,10,90,,810,12,86.79,810,UPI,Delivered,Mobile App,3,2023-07-10,No
SN2302138,2023-07-07,12:05,Friday,27,July,7,Q3,2023,CUST10768,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,Fitness Equipment,Durafit,2,27999,55998,15,8399.7,,47598.3,28,10412.13,47598.3,Wallet,Delivered,Website,4,2023-07-11,No
SN2302139,2023-07-07,20:02,Friday,27,July,7,Q3,2023,CUST10563,PRD1051,Morphy Richards Instacook 700W MW,Home & Kitchen,Kitchen Appliances,Morphy Richards,2,9999,19998,10,1999.8,,17998.2,28,3937.11,17998.2,Credit Card,Delivered,Website,3,2023-07-10,Yes
SN2302140,2023-07-07,12:56,Friday,27,July,7,Q3,2023,CUST10164,PRD1043,Titan Raga Women's Watch,Fashion,Accessories,Titan,1,5999,5999,0,0,,5999,5,285.67,5999,UPI,Delivered,Website,4,2023-07-11,Yes
SN2302141,2023-07-07,12:52,Friday,27,July,7,Q3,2023,CUST10436,PRD1021,boAt Wave Flex Connect,Electronics,Smartwatches,boAt,3,1999,5997,10,599.7,,5397.3,5,257.01,5397.3,UPI,Delivered,Website,7,2023-07-14,No
SN2302142,2023-07-07,00:34,Friday,27,July,7,Q3,2023,CUST10537,PRD1073,Wild Stone Gold EDT 50ml,Beauty,Fragrances,Wild Stone,1,599,599,25,149.75,SAVE20,449.25,28,98.27,449.25,Debit Card,Delivered,Website,2,2023-07-09,Yes
SN2302143,2023-07-07,16:04,Friday,27,July,7,Q3,2023,CUST10708,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,Decor,Craftter,1,1299,1299,0,0,,1299,5,61.86,1299,Cash on Delivery,Delivered,Mobile App,2,2023-07-09,Yes
SN2302144,2023-07-08,15:09,Saturday,27,July,7,Q3,2023,CUST10739,PRD1010,Asus VivoBook 16X OLED,Electronics,Laptops,Asus,1,64999,64999,15,9749.85,,55249.15,18,8427.84,55249.15,Debit Card,Delivered,Website,5,2023-07-13,No
SN2302145,2023-07-08,13:22,Saturday,27,July,7,Q3,2023,CUST10448,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,Furniture,Pepperfry,1,12999,12999,10,1299.9,,11699.1,12,1253.48,11699.1,UPI,Delivered,Mobile App,1,2023-07-09,Yes
SN2302146,2023-07-08,15:03,Saturday,27,July,7,Q3,2023,CUST10485,PRD1077,Nike Dri-FIT Training Shorts,Sports,Sportswear,Nike,1,1999,1999,0,0,,1999,12,214.18,1999,UPI,Delivered,Mobile App,3,2023-07-11,Yes
SN2302147,2023-07-08,18:18,Saturday,27,July,7,Q3,2023,CUST10228,PRD1035,Zara Flowy Midi Dress,Fashion,Women's Clothing,Zara,2,3999,7998,5,399.9,,7598.1,5,361.81,7598.1,Debit Card,Cancelled,Mobile App,0,,Yes
SN2302148,2023-07-08,17:44,Saturday,27,July,7,Q3,2023,CUST10742,PRD1020,Noise ColorFit Pro 4,Electronics,Smartwatches,Noise,3,2999,8997,15,1349.55,,7647.45,18,1166.56,7647.45,Credit Card,Delivered,Social Commerce,5,2023-07-13,No
SN2302149,2023-07-08,17:03,Saturday,27,July,7,Q3,2023,CUST10797,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,Outdoor Gear,Decathlon,4,1499,5996,15,899.4,,5096.6,12,546.06,5096.6,Debit Card,Delivered,Social Commerce,2,2023-07-10,Yes
SN2302150,2023-07-08,23:07,Saturday,27,July,7,Q3,2023,CUST10089,PRD1032,BIBA Floral Printed Kurta,Fashion,Women's Clothing,BIBA,2,1899,3798,15,569.7,,3228.3,12,345.89,3228.3,UPI,Delivered,Mobile App,4,2023-07-12,No
SN2302151,2023-07-08,10:25,Saturday,27,July,7,Q3,2023,CUST10097,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,Kitchen Appliances,Philips,1,3499,3499,15,524.85,,2974.15,5,141.63,2974.15,Debit Card,Delivered,Website,7,2023-07-15,Yes
SN2302152,2023-07-08,16:24,Saturday,27,July,7,Q3,2023,CUST10597,PRD1028,Van Heusen Slim Fit Chinos,Fashion,Men's Clothing,Van Heusen,1,2499,2499,10,249.9,,2249.1,5,107.1,2249.1,Wallet,Delivered,Mobile App,3,2023-07-11,Yes
SN2302153,2023-07-08,07:39,Saturday,27,July,7,Q3,2023,CUST10278,PRD1025,Sony Alpha ZV-E10L Mirrorless,Electronics,Cameras,Sony,3,79999,239997,10,23999.7,,215997.3,12,23142.57,215997.3,Credit Card,Delivered,Mobile App,6,2023-07-14,Yes
SN2302154,2023-07-08,06:32,Saturday,27,July,7,Q3,2023,CUST10739,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,Fitness Equipment,Durafit,2,27999,55998,20,11199.6,DIWALI30,44798.4,28,9799.65,44798.4,Cash on Delivery,Delivered,Social Commerce,5,2023-07-13,Yes
SN2302155,2023-07-08,15:17,Saturday,27,July,7,Q3,2023,CUST10361,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,Cameras,Canon,1,44999,44999,0,0,,44999,5,2142.81,44999,Debit Card,Returned,Website,6,2023-07-14,Yes
SN2302156,2023-07-08,18:19,Saturday,27,July,7,Q3,2023,CUST10793,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,Furniture,Nilkamal,1,7999,7999,15,1199.85,,6799.15,28,1487.31,6799.15,Cash on Delivery,Delivered,Mobile App,3,2023-07-11,No
SN2302157,2023-07-08,16:18,Saturday,27,July,7,Q3,2023,CUST10548,PRD1080,Wildcraft Camping Tent 2-Person,Sports,Outdoor Gear,Wildcraft,2,6499,12998,10,1299.8,,11698.2,5,557.06,11698.2,UPI,Delivered,Mobile App,3,2023-07-11,No
SN2302158,2023-07-08,03:38,Saturday,27,July,7,Q3,2023,CUST10164,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,Kitchen Appliances,Havells,1,4999,4999,5,249.95,,4749.05,18,724.43,4749.05,UPI,Delivered,Website,2,2023-07-10,Yes
SN2302159,2023-07-08,05:02,Saturday,27,July,7,Q3,2023,CUST10013,PRD1010,Asus VivoBook 16X OLED,Electronics,Laptops,Asus,1,64999,64999,0,0,,64999,18,9915.1,64999,UPI,Delivered,Mobile App,4,2023-07-12,Yes
SN2302160,2023-07-08,15:05,Saturday,27,July,7,Q3,2023,CUST10467,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,Cookware,Hawkins,1,1799,1799,15,269.85,,1529.15,12,163.84,1529.15,Credit Card,Delivered,Social Commerce,1,2023-07-09,No
SN2302161,2023-07-08,23:32,Saturday,27,July,7,Q3,2023,CUST10729,PRD1002,Apple iPhone 14 128GB,Electronics,Smartphones,Apple,3,79999,239997,5,11999.85,,227997.15,12,24428.27,227997.15,UPI,Delivered,Website,4,2023-07-12,Yes
SN2302162,2023-07-09,17:07,Sunday,27,July,7,Q3,2023,CUST10556,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,Bedding,Bombay Dyeing,2,3999,7998,25,1999.5,DIWALI30,5998.5,12,642.7,5998.5,EMI,Delivered,Social Commerce,1,2023-07-10,Yes
SN2302163,2023-07-09,16:38,Sunday,27,July,7,Q3,2023,CUST10460,PRD1013,Apple iPad 10th Gen 64GB,Electronics,Tablets,Apple,1,52999,52999,30,15899.7,DIWALI30,37099.3,12,3974.93,37099.3,UPI,Cancelled,Mobile App,0,,Yes
SN2302164,2023-07-09,10:11,Sunday,27,July,7,Q3,2023,CUST10063,PRD1022,Samsung Galaxy Watch 6,Electronics,Smartwatches,Samsung,1,29999,29999,0,0,,29999,12,3214.18,29999,EMI,Delivered,Website,3,2023-07-12,No
SN2302165,2023-07-09,17:14,Sunday,27,July,7,Q3,2023,CUST10793,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,Decor,Ivyspace,2,999,1998,20,399.6,DIWALI30,1598.4,12,171.26,1598.4,Debit Card,Delivered,Website,2,2023-07-11,No
SN2302166,2023-07-09,16:08,Sunday,27,July,7,Q3,2023,CUST10195,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,Accessories,Fossil,1,13995,13995,15,2099.25,,11895.75,28,2602.2,11895.75,Cash on Delivery,Delivered,Website,2,2023-07-11,Yes
SN2302167,2023-07-09,02:32,Sunday,27,July,7,Q3,2023,CUST10020,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,Fitness Equipment,Durafit,1,27999,27999,25,6999.75,FESTIVE20,20999.25,28,4593.59,20999.25,Credit Card,Delivered,Mobile App,1,2023-07-10,No
SN2302168,2023-07-09,05:32,Sunday,27,July,7,Q3,2023,CUST10543,PRD1036,H&M Ribbed Jersey Dress,Fashion,Women's Clothing,H&M,5,1799,8995,20,1799,FESTIVE20,7196,28,1574.12,7196,UPI,Delivered,Social Commerce,2,2023-07-11,Yes
SN2302169,2023-07-09,13:45,Sunday,27,July,7,Q3,2023,CUST10701,PRD1017,JBL Tune 760NC Headphone,Electronics,Earphones,JBL,1,7999,7999,25,1999.75,DIWALI30,5999.25,12,642.78,5999.25,Credit Card,Delivered,Mobile App,9,2023-07-18,No
SN2302170,2023-07-09,14:17,Sunday,27,July,7,Q3,2023,CUST10464,PRD1037,Nike Air Max 270 Running Shoes,Fashion,Footwear,Nike,4,9999,39996,15,5999.4,,33996.6,28,7436.76,33996.6,Credit Card,Delivered,Mobile App,5,2023-07-14,Yes
SN2302171,2023-07-09,23:12,Sunday,27,July,7,Q3,2023,CUST10793,PRD1053,Prestige Svachh Flip-Lid Pressure Cooker 5L,Home & Kitchen,Cookware,Prestige,2,2199,4398,10,439.8,,3958.2,28,865.86,3958.2,EMI,Delivered,Website,2,2023-07-11,No
SN2302172,2023-07-09,21:08,Sunday,27,July,7,Q3,2023,CUST10446,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,Haircare,TRESemmé,1,699,699,0,0,,699,18,106.63,699,Credit Card,Delivered,Mobile App,7,2023-07-16,Yes
SN2302173,2023-07-09,15:59,Sunday,27,July,7,Q3,2023,CUST10604,PRD1006,Realme 12 Pro+ 5G,Electronics,Smartphones,Realme,1,27999,27999,25,6999.75,BIGSALE,20999.25,18,3203.28,20999.25,EMI,Delivered,Social Commerce,5,2023-07-14,Yes
SN2302174,2023-07-09,05:11,Sunday,27,July,7,Q3,2023,CUST10651,PRD1075,Kore Pvc 30kg Weight Set,Sports,Fitness Equipment,Kore,1,3499,3499,5,174.95,,3324.05,5,158.29,3324.05,EMI,Delivered,Mobile App,3,2023-07-12,No
SN2302175,2023-07-09,19:15,Sunday,27,July,7,Q3,2023,CUST10149,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,Outdoor Gear,Decathlon,1,1499,1499,0,0,,1499,12,160.61,1499,Cash on Delivery,Delivered,Website,3,2023-07-12,Yes
SN2302176,2023-07-09,00:26,Sunday,27,July,7,Q3,2023,CUST10544,PRD1032,BIBA Floral Printed Kurta,Fashion,Women's Clothing,BIBA,4,1899,7596,0,0,,7596,12,813.86,7596,Credit Card,Cancelled,Website,0,,Yes
SN2302177,2023-07-09,03:17,Sunday,27,July,7,Q3,2023,CUST10087,PRD1019,Noise Buds VS104 TWS,Electronics,Earphones,Noise,1,1299,1299,5,64.95,,1234.05,28,269.95,1234.05,UPI,Delivered,Mobile App,4,2023-07-13,No
SN2302178,2023-07-09,04:17,Sunday,27,July,7,Q3,2023,CUST10642,PRD1010,Asus VivoBook 16X OLED,Electronics,Laptops,Asus,1,64999,64999,15,9749.85,,55249.15,18,8427.84,55249.15,EMI,Delivered,Mobile App,4,2023-07-13,No
SN2302179,2023-07-09,00:02,Sunday,27,July,7,Q3,2023,CUST10465,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,Footwear,Skechers,2,4999,9998,15,1499.7,,8498.3,18,1296.35,8498.3,Cash on Delivery,Delivered,Mobile App,2,2023-07-11,No
SN2302180,2023-07-10,22:38,Monday,28,July,7,Q3,2023,CUST10772,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,Decor,Craftter,1,1299,1299,5,64.95,,1234.05,5,58.76,1234.05,UPI,Cancelled,Website,0,,Yes
SN2302181,2023-07-10,21:21,Monday,28,July,7,Q3,2023,CUST10462,PRD1036,H&M Ribbed Jersey Dress,Fashion,Women's Clothing,H&M,1,1799,1799,5,89.95,,1709.05,28,373.85,1709.05,Debit Card,Delivered,Mobile App,7,2023-07-17,No
SN2302182,2023-07-10,15:24,Monday,28,July,7,Q3,2023,CUST10486,PRD1082,The Alchemist – Paulo Coelho,Books,Fiction,HarperCollins,1,350,350,0,0,,350,18,53.39,350,UPI,Delivered,Website,1,2023-07-11,No
SN2302183,2023-07-10,19:52,Monday,28,July,7,Q3,2023,CUST10496,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,Laptops,Lenovo,1,49999,49999,5,2499.95,,47499.05,12,5089.18,47499.05,UPI,Delivered,Website,7,2023-07-17,Yes
SN2302184,2023-07-10,21:44,Monday,28,July,7,Q3,2023,CUST10094,PRD1015,boAt Rockerz 450 Bluetooth,Electronics,Earphones,boAt,1,1999,1999,10,199.9,,1799.1,12,192.76,1799.1,Cash on Delivery,Delivered,Mobile App,7,2023-07-17,Yes
SN2302185,2023-07-10,11:07,Monday,28,July,7,Q3,2023,CUST10768,PRD1037,Nike Air Max 270 Running Shoes,Fashion,Footwear,Nike,1,9999,9999,0,0,,9999,28,2187.28,9999,Net Banking,Delivered,Website,2,2023-07-12,No
SN2302186,2023-07-10,08:35,Monday,28,July,7,Q3,2023,CUST10531,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,Kitchen Appliances,Bajaj,1,3299,3299,10,329.9,,2969.1,28,649.49,2969.1,Credit Card,Delivered,Mobile App,4,2023-07-14,No
SN2302187,2023-07-10,21:21,Monday,28,July,7,Q3,2023,CUST10405,PRD1035,Zara Flowy Midi Dress,Fashion,Women's Clothing,Zara,3,3999,11997,5,599.85,,11397.15,5,542.72,11397.15,Credit Card,Delivered,Website,2,2023-07-12,No
SN2302188,2023-07-10,02:12,Monday,28,July,7,Q3,2023,CUST10247,PRD1023,Fitbit Charge 6,Electronics,Smartwatches,Fitbit,2,18999,37998,20,7599.6,NEWUSER25,30398.4,5,1447.54,30398.4,Debit Card,Returned,Social Commerce,3,2023-07-13,Yes
SN2302189,2023-07-10,13:55,Monday,28,July,7,Q3,2023,CUST10133,PRD1045,American Tourister Trolley Bag 68cm,Fashion,Bags,American Tourister,1,6999,6999,15,1049.85,,5949.15,12,637.41,5949.15,Cash on Delivery,Delivered,Mobile App,2,2023-07-12,No
SN2302190,2023-07-10,00:08,Monday,28,July,7,Q3,2023,CUST10461,PRD1040,Bata Men's Formal Derby Shoes,Fashion,Footwear,Bata,3,2799,8397,15,1259.55,,7137.45,12,764.73,7137.45,Credit Card,Delivered,Mobile App,2,2023-07-12,Yes
SN2302191,2023-07-10,02:47,Monday,28,July,7,Q3,2023,CUST10100,PRD1025,Sony Alpha ZV-E10L Mirrorless,Electronics,Cameras,Sony,1,79999,79999,0,0,,79999,12,8571.32,79999,Credit Card,Delivered,Social Commerce,10,2023-07-20,Yes
SN2302192,2023-07-10,21:02,Monday,28,July,7,Q3,2023,CUST10158,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,Makeup,Maybelline,1,699,699,0,0,,699,18,106.63,699,EMI,Returned,Mobile App,3,2023-07-13,Yes
SN2302193,2023-07-10,08:46,Monday,28,July,7,Q3,2023,CUST10178,PRD1061,Mamaearth Vitamin C Face Wash 100ml,Beauty,Skincare,Mamaearth,1,399,399,15,59.85,,339.15,5,16.15,339.15,Net Banking,Delivered,Website,1,2023-07-11,Yes
SN2302194,2023-07-11,04:01,Tuesday,28,July,7,Q3,2023,CUST10698,PRD1074,Cosco Treadmill CTM-101,Sports,Fitness Equipment,Cosco,3,29999,89997,5,4499.85,,85497.15,28,18702.5,85497.15,Credit Card,Delivered,Mobile App,2,2023-07-13,Yes
SN2302195,2023-07-11,03:25,Tuesday,28,July,7,Q3,2023,CUST10717,PRD1021,boAt Wave Flex Connect,Electronics,Smartwatches,boAt,2,1999,3998,0,0,,3998,5,190.38,3998,Cash on Delivery,Delivered,Social Commerce,5,2023-07-16,Yes
SN2302196,2023-07-11,11:19,Tuesday,28,July,7,Q3,2023,CUST10274,PRD1002,Apple iPhone 14 128GB,Electronics,Smartphones,Apple,1,79999,79999,5,3999.95,,75999.05,12,8142.76,75999.05,Debit Card,Delivered,Mobile App,4,2023-07-15,Yes
SN2302197,2023-07-11,06:30,Tuesday,28,July,7,Q3,2023,CUST10392,PRD1082,The Alchemist – Paulo Coelho,Books,Fiction,HarperCollins,2,350,700,25,175,BIGSALE,525,18,80.08,525,UPI,Delivered,Website,2,2023-07-13,Yes
SN2302198,2023-07-11,20:44,Tuesday,28,July,7,Q3,2023,CUST10657,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,Kitchen Appliances,Bajaj,5,3299,16495,25,4123.75,NEWUSER25,12371.25,28,2706.21,12371.25,UPI,Returned,Mobile App,2,2023-07-13,No
SN2302199,2023-07-11,11:39,Tuesday,28,July,7,Q3,2023,CUST10529,PRD1010,Asus VivoBook 16X OLED,Electronics,Laptops,Asus,2,64999,129998,10,12999.8,,116998.2,18,17847.18,116998.2,Debit Card,Delivered,Mobile App,6,2023-07-17,No
SN2302200,2023-07-11,02:44,Tuesday,28,July,7,Q3,2023,CUST10767,PRD1032,BIBA Floral Printed Kurta,Fashion,Women's Clothing,BIBA,1,1899,1899,0,0,,1899,12,203.46,1899,Credit Card,Delivered,Social Commerce,4,2023-07-15,No
SN2302201,2023-07-11,13:01,Tuesday,28,July,7,Q3,2023,CUST10539,PRD1085,Disha UPSC Prelims 20 Years Papers,Books,Educational,Disha,1,599,599,5,29.95,,569.05,18,86.8,569.05,Cash on Delivery,Delivered,Website,4,2023-07-15,No
SN2302202,2023-07-11,06:38,Tuesday,28,July,7,Q3,2023,CUST10300,PRD1045,American Tourister Trolley Bag 68cm,Fashion,Bags,American Tourister,3,6999,20997,10,2099.7,,18897.3,12,2024.71,18897.3,Credit Card,Delivered,Mobile App,1,2023-07-12,Yes
SN2302203,2023-07-11,01:01,Tuesday,28,July,7,Q3,2023,CUST10303,PRD1004,Redmi Note 13 Pro 5G,Electronics,Smartphones,Redmi,1,26999,26999,20,5399.8,NEWUSER25,21599.2,18,3294.79,21599.2,Credit Card,Delivered,Mobile App,6,2023-07-17,No
SN2302204,2023-07-11,07:27,Tuesday,28,July,7,Q3,2023,CUST10223,PRD1013,Apple iPad 10th Gen 64GB,Electronics,Tablets,Apple,1,52999,52999,30,15899.7,SAVE20,37099.3,12,3974.93,37099.3,EMI,Delivered,Website,7,2023-07-18,Yes
SN2302205,2023-07-11,20:59,Tuesday,28,July,7,Q3,2023,CUST10366,PRD1018,boAt Airdopes 141 TWS,Electronics,Earphones,boAt,1,1299,1299,20,259.8,NEWUSER25,1039.2,28,227.33,1039.2,Net Banking,Cancelled,Website,0,,Yes
SN2302206,2023-07-11,21:21,Tuesday,28,July,7,Q3,2023,CUST10738,PRD1077,Nike Dri-FIT Training Shorts,Sports,Sportswear,Nike,1,1999,1999,0,0,,1999,12,214.18,1999,Credit Card,Delivered,Mobile App,3,2023-07-14,Yes
SN2302207,2023-07-11,21:22,Tuesday,28,July,7,Q3,2023,CUST10712,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1,3999,3999,30,1199.7,DIWALI30,2799.3,12,299.93,2799.3,Net Banking,Returned,Social Commerce,5,2023-07-16,Yes
SN2302208,2023-07-12,01:25,Wednesday,28,July,7,Q3,2023,CUST10285,PRD1016,Sony WH-1000XM5 Wireless,Electronics,Earphones,Sony,2,31999,63998,15,9599.7,,54398.3,5,2590.4,54398.3,Net Banking,Delivered,Social Commerce,5,2023-07-17,Yes
SN2302209,2023-07-12,01:28,Wednesday,28,July,7,Q3,2023,CUST10093,PRD1086,Arihant CAT 2024 Solved Papers,Books,Educational,Arihant,1,649,649,15,97.35,,551.65,5,26.27,551.65,UPI,Delivered,Website,3,2023-07-15,Yes
SN2302210,2023-07-12,12:27,Wednesday,28,July,7,Q3,2023,CUST10669,PRD1085,Disha UPSC Prelims 20 Years Papers,Books,Educational,Disha,1,599,599,0,0,,599,18,91.37,599,Cash on Delivery,Delivered,Website,3,2023-07-15,Yes
SN2302211,2023-07-12,13:15,Wednesday,28,July,7,Q3,2023,CUST10368,PRD1018,boAt Airdopes 141 TWS,Electronics,Earphones,boAt,2,1299,2598,0,0,,2598,28,568.31,2598,Net Banking,Delivered,Website,6,2023-07-18,Yes
SN2302212,2023-07-12,21:21,Wednesday,28,July,7,Q3,2023,CUST10355,PRD1017,JBL Tune 760NC Headphone,Electronics,Earphones,JBL,1,7999,7999,5,399.95,,7599.05,12,814.18,7599.05,Credit Card,Delivered,Website,3,2023-07-15,Yes
SN2302213,2023-07-12,12:56,Wednesday,28,July,7,Q3,2023,CUST10640,PRD1085,Disha UPSC Prelims 20 Years Papers,Books,Educational,Disha,2,599,1198,5,59.9,,1138.1,18,173.61,1138.1,EMI,Delivered,Mobile App,3,2023-07-15,Yes
SN2302214,2023-07-12,19:56,Wednesday,28,July,7,Q3,2023,CUST10228,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,Kitchen Appliances,Havells,2,4999,9998,0,0,,9998,18,1525.12,9998,UPI,Returned,Mobile App,1,2023-07-13,No
SN2302215,2023-07-12,00:35,Wednesday,28,July,7,Q3,2023,CUST10285,PRD1032,BIBA Floral Printed Kurta,Fashion,Women's Clothing,BIBA,3,1899,5697,10,569.7,,5127.3,12,549.35,5127.3,UPI,Delivered,Website,4,2023-07-16,No
SN2302216,2023-07-12,07:19,Wednesday,28,July,7,Q3,2023,CUST10528,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,Laptops,Lenovo,1,49999,49999,15,7499.85,,42499.15,12,4553.48,42499.15,Credit Card,Delivered,Website,7,2023-07-19,Yes
SN2302217,2023-07-12,01:58,Wednesday,28,July,7,Q3,2023,CUST10313,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,Furniture,Pepperfry,1,12999,12999,10,1299.9,,11699.1,12,1253.48,11699.1,Cash on Delivery,Delivered,Social Commerce,6,2023-07-18,No
SN2302218,2023-07-12,10:00,Wednesday,28,July,7,Q3,2023,CUST10211,PRD1087,Amar Chitra Katha Mahabharata Box Set,Books,Comics,Amar Chitra Katha,1,1299,1299,20,259.8,NEWUSER25,1039.2,12,111.34,1039.2,Wallet,Delivered,Website,2,2023-07-14,No
SN2302219,2023-07-12,12:09,Wednesday,28,July,7,Q3,2023,CUST10093,PRD1073,Wild Stone Gold EDT 50ml,Beauty,Fragrances,Wild Stone,2,599,1198,10,119.8,,1078.2,28,235.86,1078.2,UPI,Delivered,Website,1,2023-07-13,Yes
SN2302220,2023-07-12,20:01,Wednesday,28,July,7,Q3,2023,CUST10396,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,Kitchen Appliances,Havells,2,4999,9998,15,1499.7,,8498.3,18,1296.35,8498.3,Credit Card,Delivered,Mobile App,1,2023-07-13,No
SN2302221,2023-07-12,00:34,Wednesday,28,July,7,Q3,2023,CUST10439,PRD1085,Disha UPSC Prelims 20 Years Papers,Books,Educational,Disha,3,599,1797,5,89.85,,1707.15,18,260.41,1707.15,UPI,Delivered,Mobile App,4,2023-07-16,Yes
SN2302222,2023-07-13,02:41,Thursday,28,July,7,Q3,2023,CUST10622,PRD1043,Titan Raga Women's Watch,Fashion,Accessories,Titan,2,5999,11998,15,1799.7,,10198.3,5,485.63,10198.3,UPI,Delivered,Mobile App,1,2023-07-14,Yes
SN2302223,2023-07-13,15:29,Thursday,28,July,7,Q3,2023,CUST10098,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,Accessories,Fossil,1,13995,13995,25,3498.75,NEWUSER25,10496.25,28,2296.05,10496.25,Credit Card,Delivered,Social Commerce,2,2023-07-15,Yes
SN2302224,2023-07-13,22:33,Thursday,28,July,7,Q3,2023,CUST10790,PRD1078,Adidas Aeroready Training Tights,Sports,Sportswear,Adidas,2,2799,5598,0,0,,5598,12,599.79,5598,EMI,Delivered,Mobile App,3,2023-07-16,No
SN2302225,2023-07-13,14:46,Thursday,28,July,7,Q3,2023,CUST10292,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,Haircare,TRESemmé,2,699,1398,0,0,,1398,18,213.25,1398,EMI,Delivered,Mobile App,5,2023-07-18,Yes
SN2302226,2023-07-13,04:42,Thursday,28,July,7,Q3,2023,CUST10064,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,Kitchen Appliances,Bajaj,3,3299,9897,5,494.85,,9402.15,28,2056.72,9402.15,UPI,Cancelled,Website,0,,Yes
SN2302227,2023-07-13,13:57,Thursday,28,July,7,Q3,2023,CUST10519,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,Cookware,Hawkins,4,1799,7196,0,0,,7196,12,771,7196,UPI,Delivered,Mobile App,6,2023-07-19,Yes
